species,mtdna.length,cds.count.ncbi,trna.count.ncbi,rrna.count.ncbi,sum
Epacanthaclisis banksi,15870,13,22,2,37
Cirrhinus mrigala x Labeo rohita,16595,13,22,2,37
Sillago aeolus,16499,13,22,2,37
Atlantoraja castelnaui,16750,13,22,2,37
Upogebia yokoyai,16063,13,22,2,37
Melipona scutellaris,14862,13,21,2,36
Periparus ater,16783,13,22,2,37
Neomysis japonica,17652,13,22,2,37
Taractichthys steindachneri,16723,13,22,2,37
Zeugodacus diaphorus,15890,13,22,2,37
Plasmodium gallinaceum,6003,3,0,15,18
Gigaspora margarita,96998,19,22,2,43
Gelidium vagum,24901,23,17,2,42
Grateloupia angusta,27943,26,18,2,46
Bathycoccus prasinos,43614,41,26,4,71
Sporolithon durum,26202,23,19,2,44
Gelidium elegans,24922,23,18,2,43
Ahnfeltia plicata,32878,24,24,2,50
Hildenbrandia rubra,33066,22,18,2,42
Palmaria palmata,29735,26,22,2,50
Calliarthron tuberculosum,26469,25,19,2,46
Allomyces macrogynus,57473,25,25,2,52
Achlya hypogyna,46840,43,29,4,76
Chlorella variabilis,78500,32,27,3,62
Oltmannsiellopsis viridis,56761,36,24,3,63
Uromastyx benti,16380,13,22,2,37
Galdieria sulphuraria,21428,19,7,2,28
Ectocarpus siliculosus,37189,40,25,3,68
Benthodesmus tenuis,16864,13,22,2,37
Pelusios castaneus,16761,13,22,2,37
Cladophialophora bantiana,26821,16,22,2,40
Beauveria malawiensis,44135,30,25,1,56
Schmidtea mediterranea,27133,12,22,2,36
Lipolagus ochotensis,17338,13,22,2,37
Scorpis lineolata,16501,13,22,2,37
Ariosoma shiroanago,16922,13,22,2,37
Arborophila rufipectus,16728,13,22,2,37
Odontamblyopus rebecca,17009,13,22,2,37
Triplophysa tibetana,16574,13,22,2,37
Macrhybopsis storeriana,16709,13,22,2,37
Triplophysa orientalis,16562,13,22,2,37
Triplophysa stewarti,16567,13,22,2,37
Numenius phaeopus,17091,13,22,2,37
Hypsopygia regina,15212,13,22,2,37
Evergestis junctalis,15438,13,22,2,37
Tyspanodes striata,15255,13,22,2,37
Triplophysa tenuis,16571,13,22,2,37
Triplophysa wuweiensis,16681,13,22,2,37
Triplophysa xichangensis,16570,13,22,2,37
Cherax sp. HMG-2016,15904,13,22,2,37
Echinochasmus japonicus,15865,12,22,2,36
Symplecta hybrida,15811,13,22,2,37
Tipula cockerelliana,14453,13,21,2,36
Triplophysa lixianensis,16570,13,22,2,37
Notoraja tobitukai,16799,13,22,2,37
Fasciolopsis buski,14833,12,22,2,36
Fischoederius cobboldi,14256,12,22,2,36
Homalogaster paloniae,15987,12,22,2,36
Gramastacus insolitus,15704,13,22,2,37
Saccostrea kegaki,16260,12,23,3,38
Conus striatus,15738,13,22,2,37
Elysia ornata,14188,13,22,2,37
Tachysurus argentivittatus,16534,13,22,2,37
Channa micropeltes,16567,13,22,2,37
Copadichromis mloto,16583,13,22,2,37
Tringa erythropus,16683,13,22,2,37
Yunnanacris yunnaneus,15475,13,22,2,37
Hieroglyphus tonkinensis,15625,13,22,2,37
Minla ignotincta,17868,13,22,2,37
Amphiprion ephippium,16840,13,22,2,37
Amphiprion akallopisos,16840,13,22,2,37
Amphiprion sebae,16845,13,22,2,37
Abax parallelepipedus,17701,13,22,2,37
Hygrobia hermanni,16336,13,22,2,37
Liposcelis keleri,14334,12,21,2,35
Littorina saxatilis,16887,13,22,2,37
Sargocentron spiniferum,16548,13,22,2,37
Cecropterus lyciades,15612,13,22,2,37
Copsychus saularis,16827,13,22,2,37
Lanius schach,16820,13,22,2,37
Oreolalax major,17431,13,23,2,38
Copadichromis quadrimaculatus,16583,13,23,2,38
Dimidiochromis kiwinge,16581,13,22,2,37
Macrhybopsis hyostoma,16899,13,22,2,37
Calliptamus abbreviatus,15558,13,22,2,37
Oreolalax lichuanensis,17702,13,22,2,37
Leiocassis longirostris x Tachysurus fulvidraco,16534,13,22,2,37
Biston thibetaria,15485,13,22,2,37
Mytilus chilensis,16765,13,23,2,38
Yaoshania pachychilus,16564,13,22,2,37
Saccharina angustata,37605,38,24,3,65
Saccharina coriacea,37500,38,24,3,65
Saccharina japonica,37657,38,25,3,66
Saccharina religiosa,37657,38,24,3,65
Saccharina ochotensis,37656,38,24,3,65
Saccharina diabolica,37657,38,24,3,65
Lentinula edodes,121394,27,26,1,54
Andalucia godoyi,67656,72,29,3,104
Saccharina longipedalis,37657,38,24,3,65
Jakoba libera,100252,84,26,3,113
Muricea crassa,19586,14,1,2,17
Diphylleia rotans,62563,58,27,3,88
Schizosaccharomyces octosporus,44227,14,25,2,41
Candida parapsilosis,32745,20,24,2,46
Rhagophthalmus ohbai,15704,13,19,2,34
Tetradesmus obliquus,42781,20,27,6,53
Thylacodes squamigerus,15544,13,24,4,41
Rita rita,16449,13,22,2,37
Phlaeoba tenebrosa,15648,13,22,2,37
Nuttallia olivacea,18182,12,22,2,36
Loliolus japonicus,17232,13,22,2,37
Histiona aroides,70177,72,26,3,101
Spadella cephaloptera,11905,11,0,2,13
Craspedacusta sowerbii,17922,15,2,2,19
Platevindex mortoni,13991,13,24,2,39
Eulimnogammarus verrucosus,15315,13,22,2,37
Aplysia kurodai,14131,13,22,2,37
Hemiodoecus leai,15949,13,22,2,37
Dermacentor silvarum,14945,13,22,2,37
Ibalia leucospoides,17212,13,24,2,39
Turritella bacillum,15868,13,22,2,37
Grapsus tenuicrustatus,15858,13,22,2,37
Wasmannia auropunctata,16362,13,22,2,37
Agriosphodrus dohrni,16470,13,22,2,37
Leucoptera malifoliella,15646,13,22,2,37
Placida sp. 1 NY-2013,14751,13,22,2,37
Ganoderma applanatum,119803,15,25,2,42
Squilla mantis,15994,13,22,2,37
Locusta migratoria manilensis,15895,13,22,2,37
Eriocheir japonica,16352,13,22,2,37
Eriocheir hepuensis,16335,13,22,2,37
Leptotila verreauxi,17176,13,22,2,37
Nymphicus hollandicus,16781,13,22,2,37
Eupsittula pertinax chrysogenys,16980,13,22,2,37
Psittacara acuticaudatus acuticaudatus,16998,13,22,2,37
Sepia pharaonis,16208,13,22,2,37
Psococerastis albimaculata,15589,13,22,2,37
Bucorvus leadbeateri,17061,13,22,2,37
Papilio maackii,15357,13,22,2,37
Bycanistes brevis,17591,13,22,2,37
Psittacara brevipes,16972,13,22,2,37
Rhynchopsitta terrisi,17027,13,22,2,37
Retinia pseudotsugaicola,15282,13,22,2,37
Zenaida auriculata,16781,13,22,2,37
Chaceon granulatus,16135,13,22,2,37
Geotrygon violacea,16864,13,22,2,37
Hirudo nipponia,14414,13,22,2,37
Papilio syfanius,15359,13,22,2,37
Samia canningi,15384,13,22,2,37
Allantus luctifer,15418,13,22,2,37
Filchnerella beicki,15658,13,22,2,37
Primolius couloni,16995,13,22,2,37
Glyphodes pyloalis,14960,13,22,2,37
Sarcophaga africa,15144,13,22,2,37
Ara glaucogularis,16983,13,22,2,37
Psittacara rubritorquis,16979,13,22,2,37
Sarcophaga melanura,15190,13,22,2,37
Darthula hardwickii,15355,13,22,2,37
Loliolus uyii,17134,12,22,2,36
Nyssomyia umbratilis,15757,13,22,2,37
Teinopalpus imperialis,15229,13,22,2,37
Neuronema laminatum,17948,13,22,2,37
Asclepias syriaca,682498,37,27,3,67
Drosophila formosana,16100,13,22,2,37
Chilo sacchariphagus,15378,13,22,2,37
Gasterophilus intestinalis,15660,13,22,2,37
Acremonium fuci,24565,15,28,2,45
Nectria cinnabarina,69895,15,25,2,42
Globisporangium ultimum,59689,67,42,4,113
Pleurotus ostreatus,73242,26,24,2,52
Euploea midamus,15187,13,22,2,37
Geranium maderense,737091,27,31,3,61
Euproctis pseudoconspersa,15461,13,22,2,37
Pseudo-nitzschia multiseries,46283,39,24,2,65
Uroteuthis duvaucelii,17413,13,22,2,37
Ara militaris,16990,13,22,2,37
Amazona ochrocephala,18909,13,22,2,37
Coracopsis vasa,16902,13,22,2,37
Eclectus roratus,16842,13,22,2,37
Forpus passerinus,18461,13,22,2,37
Myiopsitta monachus,16755,13,22,2,37
Prioniturus luconensis,18525,12,22,2,36
Psittacus erithacus,17962,12,22,2,36
Psittrichas fulgidus,16776,13,22,2,37
Panulirus cygnus,15724,13,22,2,37
Loliolus beka,17483,13,22,2,37
Uroteuthis chinensis,17353,13,22,2,37
Gossypium barbadense,677434,36,24,3,63
Pyrrhura rupicola,16994,13,22,2,37
Phasianella solida,16698,13,22,2,37
Orthopsittaca manilatus,16985,13,22,2,37
Brassica nigra,232407,77,19,3,99
Ara ararauna,16982,13,22,2,37
Primolius maracana,16999,13,22,2,37
Dorcoceras hygrometricum,510519,32,27,4,63
Lachancea kluyveri,51679,8,24,1,33
Ajuga reptans,352069,30,17,3,50
Neoceratodus forsteri,16572,13,22,2,37
Dermacentor nitens,14839,13,22,2,37
Nelumbo nucifera,524797,44,21,6,71
Chrysaora quinquecirrha,16775,15,2,2,19
Ponticola kessleri,16890,13,22,2,37
Polypterus mokelembembe,16629,13,22,2,37
Anopheles oryzalimnetes,15422,13,22,2,37
Anopheles albitarsis G Krzywinski et al._ 2011,15474,13,22,2,37
Anopheles janconnae,15425,13,22,2,37
Anopheles albitarsis F Brochero et al._ 2007,15418,13,22,2,37
Ophioglossum californicum,372339,37,24,3,64
Psilotum nudum,364070,26,7,4,37
Tupiella akineta,95880,72,25,2,99
Sinibotia reevesae,16572,13,22,2,37
Saprolegnia ferax,46930,43,30,4,77
Saccharina sculpera,37627,38,24,2,64
Agrilus planipennis,15942,13,22,2,37
Pseudogastromyzon fasciatus,16563,13,22,2,37
Bothrops jararaca,17526,13,22,2,37
Velarifictorus hemelytrus,16123,13,22,2,37
Sitophilus zeamais,18105,13,22,2,37
Sitophilus oryzae,17602,13,22,2,37
Periophthalmodon schlosseri,16470,13,22,2,37
Orconectes punctimanus,15815,13,22,2,37
Biston perclara,15493,13,22,2,37
Cyanoderma ruficeps,16885,13,22,2,37
Hypselodoris festiva,14880,13,22,2,37
Scincella vandenburghi,17103,13,22,2,37
Osmoderma opicum,15341,13,22,1,36
Scincella huanrenensis,17212,13,22,2,37
Azemiops feae,17383,13,22,2,37
Xylotrechus grayii,15540,13,22,2,37
Callithrix penicillata,16246,13,22,2,37
Polyrhachis dives,15761,13,22,2,37
Saccharum officinarum,300784,20,16,6,42
Mastocarpus papillatus,25906,26,22,2,50
Saccharomyces kudriavzevii,72095,7,24,2,33
Saccharomyces mikatae,73485,7,24,2,33
Brachythecium rivulare,104460,46,24,3,73
Piaractus brachypomus,16722,13,22,2,37
Cynoponticus ferox,17822,13,22,2,37
Misgurnus anguillicaudatus x Paramisgurnus dabryanus,16647,13,22,2,37
Hesperelaea palmeri,658522,48,19,3,70
Babesia microti,11109,3,0,6,9
Ipomoea nil,265768,30,20,3,53
Parapoynx crisonalis,15374,13,22,2,37
Acheilognathus meridianus,16563,13,22,2,37
Callianassa ceramica,16899,13,22,2,37
Macaca leucogenys,16565,13,22,2,37
Fringilla polatzeki,16785,13,22,2,37
Reticulitermes flaviceps,16485,13,22,2,37
Monacoa grimaldii,16609,13,22,2,37
Acipenser mikadoi,16610,13,22,2,37
Cacospongia mycofijiensis,16227,14,2,2,18
Urocitellus richardsonii,16460,13,22,2,37
Callospermophilus lateralis,16457,13,22,2,37
Turritopsis dohrnii,15425,13,2,2,17
Tetraodon nigroviridis,16448,13,22,2,37
Scirpophaga incertulas,15220,13,22,2,37
Uropsilus gracilis,16536,13,22,2,37
Malaclemys terrapin terrapin,16717,13,22,2,37
Lutjanus erythropterus,16509,13,22,2,37
Ruditapes philippinarum,22089,13,24,2,39
Sarcoptes scabiei,13919,0,20,2,22
Limnephilus decipiens,16667,13,22,2,37
Corchorus capsularis,1999602,37,31,3,71
Corchorus olitorius,1829341,35,34,3,72
Haliotis discus hannai x Haliotis iris,16719,13,22,2,37
Ricania speculum,15729,13,22,2,37
Glarea lozoyensis,45501,22,33,2,57
Histiostoma blomquisti,15892,13,22,2,37
Tolypocladium ophioglossoides,35159,19,25,2,46
Orthotrichum bicolor,104736,40,24,3,67
Orthotrichum callistomum,104785,40,24,3,67
Orthotrichum gymnostomum,104638,40,24,3,67
Stoneobryum bunyaense,104352,40,24,3,67
Ulota crispa,104636,40,24,3,67
Plenogemma phyllantha,104671,40,24,3,67
Curvipennis wixiensis,15528,13,22,2,37
Typosyllis antoni,16897,13,23,2,38
Paramoeba pemaquidensis,48522,40,20,2,62
Sugiyamaella lignohabitans,43869,7,40,0,47
Protonibea diacanthus,16521,13,22,2,37
Pantholops hodgsonii,16498,13,22,2,37
Idioscopus nitidulus,15287,13,22,2,37
Rhodosoma turcicum,14677,13,23,2,38
Crassostrea gigas,18224,12,23,4,39
Gyrodactylus brachymystacis,14767,12,22,2,36
Pinguinus impennis,16784,13,22,2,37
Moho braccatus,16804,13,22,2,37
Akialoa obscura,16838,13,22,2,37
Callaeas cinereus,16711,13,22,2,37
Heteralocha acutirostris,16766,13,22,2,37
Myadestes myadestinus,16641,13,22,2,37
Psittirostra psittacea,16841,13,22,2,37
Haliotis iris,17131,13,22,2,37
Osphronemus goramy,16526,13,22,2,37
Panaorus albomaculatus,16345,13,22,2,37
Dirofilaria sp. 'hongkongensis',13680,12,22,2,36
Penaeus indicus,16071,13,22,2,37
Retropinna semoni,16577,13,22,2,37
Eophona migratoria,16798,13,22,2,37
Schistura scaturigina,16585,13,22,2,37
Fruhstorferiola huayinensis,16227,13,22,2,37
Psalidodon paranae,16707,13,22,2,37
Chrysomya phaonis,15831,13,23,2,38
Sinocyclocheilus bicornutus,17426,13,22,2,37
Aphis craccivora,15308,13,22,2,37
Eusyllis blomstrandi,14712,13,22,2,37
Myrianida brachycephala,15032,13,22,2,37
Menathais tuberosa,15294,13,22,2,37
Ramazzottius varieornatus,14428,13,22,2,37
Pennahia macrocephalus,16508,13,22,2,37
Leptobrachium leishanense,17485,13,23,2,38
Phascolosoma pacificum,16039,13,23,2,38
Hemitilapia oxyrhynchus,16583,13,22,2,37
Buccochromis nototaenia,16580,13,22,2,37
Serranochromis robustus,16583,13,22,2,37
Lethrinops lethrinus,16582,13,22,2,37
Pristigenys niphonia,16519,13,22,2,37
Scutiger ningshanensis,17265,13,22,2,37
Carassioides acuminatus,16579,13,22,2,37
Pseudogobius taijiangensis,16502,13,22,2,37
Mauremys leprosa,17067,13,22,2,37
Gyrodactylus parvae,14702,12,22,2,36
Mikrogeophagus ramirezi,16526,13,22,2,37
Krobia guianensis,16539,13,22,2,37
Streptopelia orientalis,17130,13,22,2,37
Pyramimonas parkeae,43294,42,35,2,79
Saccharomyces arboricola,71124,14,24,2,40
Saccharomyces uvarum,64779,13,24,2,39
Saccharomyces bayanus,64736,13,24,2,39
Saccharomyces cariocanus,77380,14,24,2,40
Saccharomyces pastorianus,69019,13,24,2,39
Corvus moriorum,15593,13,22,2,37
Cocos nucifera,678653,81,41,6,128
Orthotrichum obtusifolium,104603,40,24,3,67
Palpitomonas bilix,76874,72,48,6,126
Gelidium sinicola,24969,23,18,2,43
Pterocladia robusta,24935,23,19,2,44
Sinapis arvensis,240024,70,18,3,91
Peltigera dolichorrhiza,51156,18,26,2,46
Kappaphycus alvarezii,25198,24,23,2,49
Pestalotiopsis fici,69529,44,32,2,78
Gelidium arborescens,24935,23,19,2,44
Gelidium galapagense,24970,23,18,2,43
Gelidium isabelae,24937,23,18,2,43
Gelidium sclerophyllum,24916,23,19,2,44
Pterocladiella media,24915,23,19,2,44
Pterocladia mexicana,24932,23,19,2,44
Pterocladiella musciformis,24927,23,19,2,44
Zygodon viridissimus,103098,40,24,3,67
Navicula ramosissima,48652,42,24,2,68
Chiromantes neglectus,15920,13,22,2,37
Columba jouyi,17179,13,22,2,37
Alopecoenas salamonis,17141,13,22,2,37
Phlaeoba infumata,15642,13,22,2,37
Euthrix laeta,15368,13,22,2,37
Squaliolus aliae,16717,13,22,2,37
Triodontophorus serratus,13794,12,22,2,36
Triodontophorus nipponicus,13701,12,22,2,36
Amblyrhynchichthys truncatus,16600,13,22,2,37
Aulopyge huegelii,16593,13,22,2,37
Barbonymus altus,16588,13,22,2,37
Capoeta damascina,16608,13,22,2,37
Catlocarpio siamensis,16549,13,22,2,37
Cyclocheilichthys janthochir,16580,13,22,2,37
Probarbus jullieni,16572,13,22,2,37
Sawbwa resplendens,16571,13,22,2,37
Systomus orphoides,16593,13,22,2,37
Labeobarbus maroccanus,16598,13,22,2,37
Onychostoma fangi,16597,13,22,2,37
Enteromius hulstaerti,16775,13,22,2,37
Labeobarbus intermedius,16581,13,22,2,37
Luciobarbus sclateri,16608,13,22,2,37
Labiobarbus spilopleura,16593,13,22,2,37
Epalzeorhynchos bicolor,16465,13,22,2,37
Garra congoensis,16761,13,22,2,37
Labeo cylindricus,16602,13,22,2,37
Schizothorax nepalensis,16589,13,22,2,37
Rhodeus amarus,16607,13,22,2,37
Vimba melanops,16604,13,22,2,37
Squalius cephalus,16612,13,22,2,37
Metzia lineata,16614,13,22,2,37
Rasbora sumatrana,16539,13,22,2,37
Psilorhynchus pseudecheneis,16554,13,22,2,37
Gyrinocheilus pennocki,16611,13,22,2,37
Sabanejewia radnensis,16582,13,22,2,37
Syncrossus beauforti,16567,13,22,2,37
Gastromyzon zebrinus,16566,13,22,2,37
Oxynoemacheilus angorae,16566,13,22,2,37
Capoeta aculeata,16602,13,22,2,37
Barboides gracilis,16566,13,22,2,37
Acrossocheilus iridescens,16596,13,22,2,37
Balantiocheilos melanopterus,16523,13,22,2,37
Puntioplites proctozystron,16584,13,22,2,37
Cyclocheilichthys apogon,16586,13,22,2,37
Neolissochilus stracheyi,16584,13,22,2,37
Cyprinion semiplotum,16581,13,22,2,37
Albulichthys albuloides,16592,13,22,2,37
Romanogobio ciscaucasicus,16603,13,22,2,37
Osteobrama cunma,16650,13,22,2,37
Osteobrama feae,16578,13,22,2,37
Scardinius erythrophthalmus,16607,13,22,2,37
Acanthobrama persidis,16613,13,22,2,37
Aspiolucius esocinus,16607,13,22,2,37
Tampichthys ipni,16698,13,22,2,37
Algansea lacustris,16719,13,22,2,37
Yuriria alta,16715,13,22,2,37
Hybognathus nuchalis,16712,13,22,2,37
Couesius plumbeus,16600,13,22,2,37
Platygobio gracilis,16721,13,22,2,37
Chrosomus erythrogaster,16598,13,22,2,37
Erimystax dissimilis,16653,13,22,2,37
Clinostomus elongatus,16650,13,22,2,37
Alburnus mossulensis,16604,13,22,2,37
Pseudochondrostoma polylepis,16606,13,22,2,37
Opsaridium ubangiense,16694,13,22,2,37
Canthophrys gongota,16561,13,22,2,37
Sewellia albisuera,16529,13,22,2,37
Gastromyzon scitulus,16565,13,22,2,37
Oreonectes platycephalus,16580,13,22,2,37
Schistura kaysonei,16575,13,22,2,37
Traccatichthys taeniatus,16582,13,22,2,37
Aborichthys elongatus,16544,13,22,2,37
Nemachilichthys rueppelli,16560,13,22,2,37
Schistura jarutanini,16594,13,22,2,37
Schistura notostigma,16568,13,22,2,37
Sikukia gudgeri,16587,13,22,2,37
Hypselobarbus jerdoni,16602,13,22,2,37
Barbodes lateristriga,16586,13,22,2,37
Poropuntius normani,16592,13,22,2,37
Discherodontus ashmeadi,16566,13,22,2,37
Discherodontus schroederi,16571,13,22,2,37
Pangio oblonga,16600,13,22,2,37
Lepidocephalichthys guntea,16567,13,22,2,37
Pangio cuneovirgata,16596,13,22,2,37
Lepidocephalichthys micropogon,16608,13,22,2,37
Lepidocephalus macrochir,16556,13,22,2,37
Kottelatlimia pristes,16588,13,22,2,37
Pangio cf. anguillaris CBM ZF 11605,16597,13,22,2,37
Pangio kuhlii,16601,13,22,2,37
Yasuhikotakia morleti,16567,13,22,2,37
Botia udomritthiruji,16591,13,22,2,37
Leptobotia pellegrini,16595,13,22,2,37
Onychostoma meridionale,16595,13,22,2,37
Poropuntius bantamensis,16594,13,22,2,37
Scaphiodonichthys burmanicus,16592,13,22,2,37
Folifer brevifilis,16707,13,22,2,37
Incisilabeo behri,16604,13,22,2,37
Cirrhinus microlepis,16578,13,22,2,37
Thynnichthys thynnoides,16589,13,22,2,37
Puntigrus partipentazona,16597,13,22,2,37
Puntius eugrammus,16847,13,22,2,37
Cosmochilus harmandi,16592,13,22,2,37
Chagunius chagunio,17017,13,22,2,37
Dawkinsia tambraparniei,16610,13,22,2,37
Scaphognathops bandanensis,16587,13,22,2,37
Enteromius fasciolatus,16566,13,22,2,37
Enteromius eburneensis,16678,13,22,2,37
Cyclocheilichthys heteronema,16573,13,22,2,37
Barbodes aurotaeniatus,16562,13,22,2,37
Hypsibarbus salweenensis,16588,13,22,2,37
Hypsibarbus vernayi,16590,13,22,2,37
Labeo dussumieri,16613,13,22,2,37
Henicorhynchus siamensis,17010,13,22,2,37
Crossocheilus reticulatus,16588,13,22,2,37
Osteochilus pentalineatus,16563,13,22,2,37
Mesonoemacheilus triangularis,16576,13,22,2,37
Clypeobarbus pleuropholis,16570,13,22,2,37
Garra poecilura,16978,13,22,2,37
Squalius lepidus,16594,13,22,2,37
Devario devario,16991,13,22,2,37
Tanichthys micagemmae,16555,13,22,2,37
Psilorhynchus balitora,16503,13,22,2,37
Thoburnia rhothoeca,16626,13,22,2,37
Homaloptera parclitella,16577,13,22,2,37
Homaloptera ogilviei,16575,13,22,2,37
Vanmanenia hainanensis,16555,13,22,2,37
Petruichthys brevis,16573,13,22,2,37
Schistura pridii,16576,13,22,2,37
Nemacheilus masyai,16538,13,22,2,37
Schistura corica,16572,13,22,2,37
Oxyeleotris marmorata,16525,13,22,2,37
Fusarium pseudograminearum CS3096,50404,0,0,0,0
Fusarium pseudograminearum CS3096,59510,0,0,0,0
Choreocolax polysiphoniae,25357,23,20,2,45
Vertebrata lanosa,25337,23,19,2,44
Anoplocephala magna,13759,12,22,2,36
Cricetulus migratorius,16246,13,22,2,37
Schizothorax gongshanensis,16591,13,22,2,37
(Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis') x Carassius auratus red var.,16581,13,22,2,37
Cyprinus carpio 'mirror' x Cyprinus carpio 'singuonensis',16581,13,22,2,37
Phodopus roborovskii,16273,13,22,2,37
Etmopterus pusillus,16729,13,22,2,37
Halaelurus buergeri,19100,13,22,2,37
Eusphyra blochii,16727,13,22,2,37
Gymnocypris potanini,16680,13,22,2,37
Fruhstorferiola tonkinensis,15638,13,22,2,37
Squalus formosus,16735,13,22,2,37
Prunella strophiata,16830,13,22,2,37
Epicauta aptera,15645,13,22,2,37
Anax imperator,16087,13,22,2,37
Megaloprepus caerulatus,16094,13,22,2,37
Ischnura elegans,15962,13,22,2,37
Crossocheilus siamensis,16611,13,22,2,37
Pycnonotus xanthorrhous,16952,13,22,2,37
Stathmopoda auriferella,15456,13,22,2,37
Rusa unicolor,16437,13,22,2,37
Melophus lathami,16799,13,22,2,37
Hylopetes alboniger,16584,13,22,2,37
Sinotaia quadrata,17485,13,22,2,37
Lunella granulata,17190,13,22,2,37
Astralium haematragum,16310,13,21,2,36
Angaria delphinus,19554,13,22,2,37
Stomatella planulata,17151,13,21,2,36
Zenaida macroura,17132,13,22,2,37
Raphus cucullatus,17092,13,22,2,37
Goura cristata,17082,13,22,2,37
Didunculus strigirostris,17071,13,22,2,37
Columba rupestris,17201,13,22,2,37
Caloenas nicobarica,17090,13,22,2,37
Caloenas maculata,17036,13,22,2,37
Pycnophyes kielensis,14985,13,23,2,38
Eugnathogobius polylepis,16496,13,22,2,37
Phalcoboenus australis,17074,13,22,2,37
Asterionella formosa,61877,35,25,2,62
[Candida] intermedia,21871,3,0,0,3
Pleurocladia lacustris,37814,42,24,3,69
Aphanomyces astaci,49489,46,34,4,84
Aphanomyces invadans,49061,46,33,4,83
Epichloe typhina,84630,56,25,0,81
Epichloe festucae,88744,60,25,0,85
Didymosphenia geminata,37765,36,25,2,63
Coccophora langsdorfii,35660,37,25,3,65
Parengyodontium album,28081,17,24,2,43
Saldula arsenjevi,15324,13,22,2,37
Parasesarma tripectinis,15612,13,22,2,37
Paragonimus ohirai,14818,12,22,2,36
Liobagrus andersoni,16514,13,22,2,37
Polygyra cereolus,14008,13,22,2,37
Channa striata,16509,13,22,2,37
Cottus szanaga,16518,13,22,2,37
Somanniathelphusa boyangensis,17032,13,22,2,37
Orthetrum glaucum,15184,13,22,2,37
Orthetrum chrysis,15088,13,22,2,37
Orthetrum sabina,15176,13,22,2,37
Orthetrum testaceum,15162,13,22,2,37
Zosterops abyssinicus,17827,13,22,2,37
Zosterops poliogastrus,17974,13,22,2,37
Armillifer agkistrodontis,16521,13,22,2,37
Asymmetricata circumdata,15967,13,22,2,37
Hemipristis elongata,16691,13,22,2,37
Cladotaenia vulturi,13411,12,22,2,36
Trachelus iudaicus,20370,13,22,2,37
Trachelus tabidus,18539,13,22,2,37
